SessionId,SessionDate,SessionStartTime,SessionEndTime,SessionVenueId,NumberofBeds,Numberofconsultants,NumberofNurses,NumberInvited,NumberAttended,NumberofDonations,TotalBloodCollected
7591,2017-03-10,2017-03-10 09:00:00,2017-03-10 14:00:00,1,3,2,4,45,24,14,8
7592,2017-03-11,2017-03-11 09:00:00,2017-03-11 14:00:00,1,3,2,4,45,24,14,8
7593,2017-03-12,2017-03-12 09:00:00,2017-03-12 14:00:00,1,3,2,4,45,24,14,8
7594,2017-03-13,2017-03-13 09:00:00,2017-03-13 14:00:00,1,3,2,4,45,24,14,8
7595,2017-03-14,2017-03-14 09:00:00,2017-03-14 14:00:00,1,3,2,4,45,24,14,8
7596,2017-03-15,2017-03-15 09:00:00,2017-03-15 14:00:00,1,3,2,4,45,24,14,8
7597,2017-03-16,2017-03-16 09:00:00,2017-03-16 14:00:00,1,3,2,4,45,24,14,8
7598,2017-03-17,2017-03-17 09:00:00,2017-03-17 14:00:00,1,3,2,4,45,24,14,8
7599,2017-03-18,2017-03-18 09:00:00,2017-03-18 14:00:00,1,3,2,4,45,24,14,8
7600,2017-03-19,2017-03-19 09:00:00,2017-03-19 14:00:00,1,3,2,4,45,24,14,8
7601,2017-03-20,2017-03-20 09:00:00,2017-03-20 14:00:00,1,3,2,4,45,24,14,8
7602,2017-03-21,2017-03-21 09:00:00,2017-03-21 14:00:00,1,3,2,4,45,24,14,8
7603,2017-03-22,2017-03-22 09:00:00,2017-03-22 14:00:00,1,3,2,4,45,24,14,8
7604,2017-03-23,2017-03-23 09:00:00,2017-03-23 14:00:00,1,3,2,4,45,24,14,8
7605,2017-03-24,2017-03-24 09:00:00,2017-03-24 14:00:00,1,3,2,4,45,24,14,8
7606,2017-03-25,2017-03-25 09:00:00,2017-03-25 14:00:00,1,3,2,4,45,24,14,8
7607,2017-03-26,2017-03-26 09:00:00,2017-03-26 14:00:00,1,3,2,4,45,24,14,8
7608,2017-03-27,2017-03-27 09:00:00,2017-03-27 14:00:00,1,3,2,4,45,27,17,10
7609,2017-03-28,2017-03-28 09:00:00,2017-03-28 14:00:00,1,3,3,5,45,34,22,13
7610,2017-03-29,2017-03-29 09:00:00,2017-03-29 14:00:00,1,3,3,5,45,43,30,17
7611,2017-03-30,2017-03-30 09:00:00,2017-03-30 14:00:00,1,3,3,6,45,46,32,18
7612,2017-03-31,2017-03-31 09:00:00,2017-03-31 14:00:00,1,3,3,6,60,55,39,22
7613,2017-04-01,2017-04-01 09:00:00,2017-04-01 14:00:00,1,3,3,6,60,55,39,22
7614,2017-04-02,2017-04-02 09:00:00,2017-04-02 14:00:00,1,3,3,6,60,55,39,22
7615,2017-04-03,2017-04-03 09:00:00,2017-04-03 14:00:00,1,3,3,6,60,55,39,22
7616,2017-04-04,2017-04-04 09:00:00,2017-04-04 14:00:00,1,3,3,6,60,55,39,22
7617,2017-04-05,2017-04-05 09:00:00,2017-04-05 14:00:00,1,3,3,6,60,55,39,22
7618,2017-04-06,2017-04-06 09:00:00,2017-04-06 14:00:00,1,3,3,6,60,55,39,22
7619,2017-04-07,2017-04-07 09:00:00,2017-04-07 14:00:00,1,3,3,6,60,55,39,22
7620,2017-04-08,2017-04-08 09:00:00,2017-04-08 14:00:00,1,3,3,6,60,55,39,22
7621,2017-04-09,2017-04-09 09:00:00,2017-04-09 14:00:00,1,3,3,6,60,55,39,22
7622,2017-04-10,2017-04-10 09:00:00,2017-04-10 14:00:00,1,3,3,6,60,18,10,6
7623,2017-04-11,2017-04-11 09:00:00,2017-04-11 14:00:00,1,3,3,6,60,18,10,6
7624,2017-04-12,2017-04-12 09:00:00,2017-04-12 14:00:00,1,3,3,6,60,55,39,22
7625,2017-04-13,2017-04-13 09:00:00,2017-04-13 14:00:00,1,3,3,6,60,55,39,22
7626,2017-04-14,2017-04-14 09:00:00,2017-04-14 14:00:00,1,3,3,6,60,55,39,22
7627,2017-04-15,2017-04-15 09:00:00,2017-04-15 14:00:00,1,3,3,6,60,55,39,22
7628,2017-04-16,2017-04-16 09:00:00,2017-04-16 14:00:00,1,3,3,6,60,55,39,22
7629,2017-04-17,2017-04-17 09:00:00,2017-04-17 14:00:00,1,3,3,6,60,55,39,22
7630,2017-04-18,2017-04-18 09:00:00,2017-04-18 14:00:00,1,3,3,6,60,55,39,22
7631,2017-04-19,2017-04-19 09:00:00,2017-04-19 14:00:00,1,3,3,6,60,55,39,22
7632,2017-04-20,2017-04-20 09:00:00,2017-04-20 14:00:00,1,3,3,6,60,55,39,22
7633,2017-04-21,2017-04-21 09:00:00,2017-04-21 14:00:00,1,3,3,6,60,52,37,21
7634,2017-04-22,2017-04-22 09:00:00,2017-04-22 14:00:00,1,3,3,6,60,52,37,21
7635,2017-04-23,2017-04-23 09:00:00,2017-04-23 14:00:00,1,3,3,6,60,52,37,21
7636,2017-04-24,2017-04-24 09:00:00,2017-04-24 14:00:00,1,3,3,6,60,52,37,21
7637,2017-04-25,2017-04-25 09:00:00,2017-04-25 14:00:00,1,3,3,6,60,52,37,21
7638,2017-04-26,2017-04-26 09:00:00,2017-04-26 14:00:00,1,3,3,6,60,52,37,21
7639,2017-04-27,2017-04-27 09:00:00,2017-04-27 14:00:00,1,3,3,6,60,52,37,21
7640,2017-04-28,2017-04-28 09:00:00,2017-04-28 14:00:00,1,3,3,6,60,44,30,17
7641,2017-04-29,2017-04-29 09:00:00,2017-04-29 14:00:00,1,3,3,6,60,37,25,14
7642,2017-04-30,2017-04-30 09:00:00,2017-04-30 14:00:00,1,3,3,5,60,29,18,10
7643,2017-05-01,2017-05-01 09:00:00,2017-05-01 14:00:00,1,3,3,4,45,24,14,8
7644,2017-05-02,2017-05-02 09:00:00,2017-05-02 14:00:00,1,3,3,4,45,24,14,8
7645,2017-05-03,2017-05-03 09:00:00,2017-05-03 14:00:00,1,3,2,4,45,24,14,8
7646,2017-05-04,2017-05-04 09:00:00,2017-05-04 14:00:00,1,3,2,4,45,24,14,8
7647,2017-05-05,2017-05-05 09:00:00,2017-05-05 14:00:00,1,3,2,4,45,24,14,8
7648,2017-05-06,2017-05-06 09:00:00,2017-05-06 14:00:00,1,3,2,4,45,24,14,8
7649,2017-05-07,2017-05-07 09:00:00,2017-05-07 14:00:00,1,3,2,4,45,6,0,0
7650,2017-05-08,2017-05-08 09:00:00,2017-05-08 14:00:00,1,3,2,4,45,6,0,0
7651,2017-05-09,2017-05-09 09:00:00,2017-05-09 14:00:00,1,3,2,4,45,24,14,8
7652,2017-05-10,2017-05-10 09:00:00,2017-05-10 14:00:00,1,3,2,4,45,24,14,8
7653,2017-05-11,2017-05-11 09:00:00,2017-05-11 14:00:00,1,3,2,4,45,6,0,0
7654,2017-05-12,2017-05-12 09:00:00,2017-05-12 14:00:00,1,3,2,4,45,24,14,8
7655,2017-05-13,2017-05-13 09:00:00,2017-05-13 14:00:00,1,3,2,4,45,24,14,8
7656,2017-05-14,2017-05-14 09:00:00,2017-05-14 14:00:00,1,3,2,4,45,24,14,8
7657,2017-05-15,2017-05-15 09:00:00,2017-05-15 14:00:00,1,3,2,4,45,24,14,8
7658,2017-05-16,2017-05-16 09:00:00,2017-05-16 14:00:00,1,3,2,4,45,24,14,8
7659,2017-05-17,2017-05-17 09:00:00,2017-05-17 14:00:00,1,3,2,4,45,6,0,0
7660,2017-05-18,2017-05-18 09:00:00,2017-05-18 14:00:00,1,3,2,4,45,24,14,8
7661,2017-05-19,2017-05-19 09:00:00,2017-05-19 14:00:00,1,3,2,4,45,24,14,8
7662,2017-05-20,2017-05-20 09:00:00,2017-05-20 14:00:00,1,3,2,4,45,24,14,8
7663,2017-05-21,2017-05-21 09:00:00,2017-05-21 14:00:00,1,3,2,4,45,24,14,8
7664,2017-05-22,2017-05-22 09:00:00,2017-05-22 14:00:00,1,3,2,4,45,24,14,8
7665,2017-05-23,2017-05-23 09:00:00,2017-05-23 14:00:00,1,3,2,4,45,24,14,8
7666,2017-05-24,2017-05-24 09:00:00,2017-05-24 14:00:00,1,3,2,4,45,24,14,8
7667,2017-05-25,2017-05-25 09:00:00,2017-05-25 14:00:00,1,3,2,4,45,24,14,8
7668,2017-05-26,2017-05-26 09:00:00,2017-05-26 14:00:00,1,3,2,4,0,0,0,0
7669,2017-05-27,2017-05-27 09:00:00,2017-05-27 14:00:00,1,3,2,4,0,0,0,0
7670,2017-05-28,2017-05-28 09:00:00,2017-05-28 14:00:00,1,3,2,4,0,0,0,0
7671,2017-05-29,2017-05-29 09:00:00,2017-05-29 14:00:00,1,3,2,4,45,24,14,8
7672,2017-05-30,2017-05-30 09:00:00,2017-05-30 14:00:00,1,3,2,4,45,24,14,8
7673,2017-05-31,2017-05-31 09:00:00,2017-05-31 14:00:00,1,3,2,4,45,24,14,8
7674,2017-06-01,2017-06-01 09:00:00,2017-06-01 14:00:00,1,3,2,4,45,24,14,8
7675,2017-06-02,2017-06-02 09:00:00,2017-06-02 14:00:00,1,3,2,4,45,24,14,8
7676,2017-06-03,2017-06-03 09:00:00,2017-06-03 14:00:00,2,6,2,4,35,20,11,6
7677,2017-06-04,2017-06-04 09:00:00,2017-06-04 14:00:00,2,6,2,4,35,20,11,6
7678,2017-06-05,2017-06-05 09:00:00,2017-06-05 14:00:00,2,6,2,4,35,20,11,6
7679,2017-06-06,2017-06-06 09:00:00,2017-06-06 14:00:00,2,6,2,4,35,20,11,6
7680,2017-06-07,2017-06-07 09:00:00,2017-06-07 14:00:00,2,6,2,4,35,20,11,6
7681,2017-06-08,2017-06-08 09:00:00,2017-06-08 14:00:00,2,6,2,4,35,20,11,6
7682,2017-06-09,2017-06-09 09:00:00,2017-06-09 14:00:00,2,6,2,4,35,20,11,6
7683,2017-06-10,2017-06-10 09:00:00,2017-06-10 14:00:00,2,6,2,4,35,20,11,6
7684,2017-06-11,2017-06-11 09:00:00,2017-06-11 14:00:00,2,6,2,4,35,20,11,6
7685,2017-06-12,2017-06-12 09:00:00,2017-06-12 14:00:00,2,6,2,4,35,20,11,6
7686,2017-06-13,2017-06-13 09:00:00,2017-06-13 14:00:00,2,6,2,4,35,20,11,6
7687,2017-06-14,2017-06-14 09:00:00,2017-06-14 14:00:00,2,6,2,4,35,20,11,6
7688,2017-06-15,2017-06-15 09:00:00,2017-06-15 14:00:00,2,6,2,4,35,20,11,6
7689,2017-06-16,2017-06-16 09:00:00,2017-06-16 14:00:00,2,6,2,4,35,20,11,6
7690,2017-06-17,2017-06-17 09:00:00,2017-06-17 14:00:00,2,6,2,4,35,20,11,6
7691,2017-06-18,2017-06-18 09:00:00,2017-06-18 14:00:00,2,6,2,4,35,20,11,6
7692,2017-06-19,2017-06-19 09:00:00,2017-06-19 14:00:00,2,6,2,4,35,20,11,6
7693,2017-06-20,2017-06-20 09:00:00,2017-06-20 14:00:00,2,6,2,4,35,20,11,6
7694,2017-06-21,2017-06-21 09:00:00,2017-06-21 14:00:00,2,6,2,4,35,20,11,6
7695,2017-06-22,2017-06-22 09:00:00,2017-06-22 14:00:00,2,6,2,4,35,20,11,6
7696,2017-06-23,2017-06-23 09:00:00,2017-06-23 14:00:00,2,6,2,4,35,20,11,6
7697,2017-06-24,2017-06-24 09:00:00,2017-06-24 14:00:00,2,6,2,4,35,20,11,6
7698,2017-06-25,2017-06-25 09:00:00,2017-06-25 14:00:00,2,6,2,4,35,20,11,6
7699,2017-06-26,2017-06-26 09:00:00,2017-06-26 14:00:00,2,6,2,4,35,20,11,6
7700,2017-06-27,2017-06-27 09:00:00,2017-06-27 14:00:00,2,6,2,4,35,20,11,6
7701,2017-06-28,2017-06-28 09:00:00,2017-06-28 14:00:00,2,6,2,4,35,20,11,6
7702,2017-06-29,2017-06-29 09:00:00,2017-06-29 14:00:00,2,6,2,4,35,20,11,6
7703,2017-06-30,2017-06-30 09:00:00,2017-06-30 14:00:00,2,6,2,4,35,20,11,6
7704,2017-07-01,2017-07-01 09:00:00,2017-07-01 14:00:00,2,6,2,4,35,20,11,6
7705,2017-07-02,2017-07-02 09:00:00,2017-07-02 14:00:00,2,6,2,4,35,20,11,6
7706,2017-07-03,2017-07-03 09:00:00,2017-07-03 14:00:00,2,6,2,4,35,20,11,6
7707,2017-07-04,2017-07-04 09:00:00,2017-07-04 14:00:00,2,6,2,4,35,20,11,6
7708,2017-07-05,2017-07-05 09:00:00,2017-07-05 14:00:00,2,6,2,4,35,20,11,6
7709,2017-07-06,2017-07-06 09:00:00,2017-07-06 14:00:00,2,6,2,4,35,20,11,6
7710,2017-07-07,2017-07-07 09:00:00,2017-07-07 14:00:00,2,6,2,4,35,20,11,6
7711,2017-07-08,2017-07-08 09:00:00,2017-07-08 14:00:00,2,6,2,4,35,20,11,6
7712,2017-07-09,2017-07-09 09:00:00,2017-07-09 14:00:00,2,6,2,4,35,20,11,6
7713,2017-07-10,2017-07-10 09:00:00,2017-07-10 14:00:00,2,6,2,4,35,20,11,6
7714,2017-07-11,2017-07-11 09:00:00,2017-07-11 14:00:00,2,6,2,4,35,20,11,6
7715,2017-07-12,2017-07-12 09:00:00,2017-07-12 14:00:00,2,6,2,4,35,20,11,6
7716,2017-07-13,2017-07-13 09:00:00,2017-07-13 14:00:00,2,6,2,4,35,20,11,6
7717,2017-07-14,2017-07-14 09:00:00,2017-07-14 14:00:00,2,6,2,4,35,20,11,6
7718,2017-07-15,2017-07-15 09:00:00,2017-07-15 14:00:00,2,6,2,4,35,20,11,6
7719,2017-07-16,2017-07-16 09:00:00,2017-07-16 14:00:00,2,6,2,4,35,20,11,6
7720,2017-07-17,2017-07-17 09:00:00,2017-07-17 14:00:00,2,6,2,4,35,20,11,6
7721,2017-07-18,2017-07-18 09:00:00,2017-07-18 14:00:00,2,6,2,4,35,20,11,6
7722,2017-07-19,2017-07-19 09:00:00,2017-07-19 14:00:00,2,6,2,4,35,20,11,6
7723,2017-07-20,2017-07-20 09:00:00,2017-07-20 14:00:00,2,6,2,4,35,20,11,6
7724,2017-07-21,2017-07-21 09:00:00,2017-07-21 14:00:00,2,6,2,4,35,20,11,6
7725,2017-07-22,2017-07-22 09:00:00,2017-07-22 14:00:00,2,6,2,4,35,20,11,6
7726,2017-07-23,2017-07-23 09:00:00,2017-07-23 14:00:00,2,6,2,4,35,20,11,6
7727,2017-07-24,2017-07-24 09:00:00,2017-07-24 14:00:00,2,6,2,4,35,20,11,6
7728,2017-07-25,2017-07-25 09:00:00,2017-07-25 14:00:00,2,6,2,4,35,20,11,6
7729,2017-07-26,2017-07-26 09:00:00,2017-07-26 14:00:00,2,6,2,4,35,20,11,6
7730,2017-07-27,2017-07-27 09:00:00,2017-07-27 14:00:00,2,6,2,4,35,20,11,6
7731,2017-07-28,2017-07-28 09:00:00,2017-07-28 14:00:00,2,6,2,4,35,20,11,6
7732,2017-07-29,2017-07-29 09:00:00,2017-07-29 14:00:00,2,6,2,4,35,20,11,6
7733,2017-07-30,2017-07-30 09:00:00,2017-07-30 14:00:00,2,6,2,4,35,20,11,6
7734,2017-07-31,2017-07-31 09:00:00,2017-07-31 14:00:00,2,6,2,4,35,20,11,6
7735,2017-01-01,2017-01-01 09:00:00,2017-01-01 14:00:00,2,6,2,4,35,20,11,6
7736,2017-01-02,2017-01-02 09:00:00,2017-01-02 14:00:00,2,6,2,4,35,20,11,6
7737,2017-01-03,2017-01-03 09:00:00,2017-01-03 14:00:00,2,6,2,4,35,20,11,6
7738,2017-01-04,2017-01-04 09:00:00,2017-01-04 14:00:00,2,6,2,4,35,20,11,6
7739,2017-01-05,2017-01-05 09:00:00,2017-01-05 14:00:00,2,6,2,4,35,20,11,6
7740,2017-01-06,2017-01-06 09:00:00,2017-01-06 14:00:00,2,6,2,4,35,20,11,6
7741,2017-01-07,2017-01-07 09:00:00,2017-01-07 14:00:00,2,6,2,4,35,20,11,6
7742,2017-01-08,2017-01-08 09:00:00,2017-01-08 14:00:00,2,6,2,4,35,20,11,6
7743,2017-01-09,2017-01-09 09:00:00,2017-01-09 14:00:00,2,6,2,4,35,20,11,6
7744,2017-01-10,2017-01-10 09:00:00,2017-01-10 14:00:00,2,6,2,4,35,20,11,6
7745,2017-01-11,2017-01-11 09:00:00,2017-01-11 14:00:00,2,6,2,4,35,20,11,6
7746,2017-01-12,2017-01-12 09:00:00,2017-01-12 14:00:00,2,6,2,4,35,20,11,6
7747,2017-01-13,2017-01-13 09:00:00,2017-01-13 14:00:00,2,6,2,4,35,20,11,6
7748,2017-01-14,2017-01-14 09:00:00,2017-01-14 14:00:00,2,6,2,4,35,20,11,6
7749,2017-01-15,2017-01-15 09:00:00,2017-01-15 14:00:00,2,6,2,4,35,20,11,6
7750,2017-01-16,2017-01-16 09:00:00,2017-01-16 14:00:00,2,6,2,4,35,20,11,6
7751,2017-01-17,2017-01-17 09:00:00,2017-01-17 14:00:00,2,6,2,4,35,20,11,6
7752,2017-01-18,2017-01-18 09:00:00,2017-01-18 14:00:00,2,6,2,4,35,20,11,6
7753,2017-01-19,2017-01-19 09:00:00,2017-01-19 14:00:00,2,6,2,4,35,20,11,6
7754,2017-01-20,2017-01-20 09:00:00,2017-01-20 14:00:00,2,6,2,4,35,20,11,6
7755,2017-01-21,2017-01-21 09:00:00,2017-01-21 14:00:00,2,6,2,4,35,20,11,6
7756,2017-01-22,2017-01-22 09:00:00,2017-01-22 14:00:00,2,6,2,4,35,20,11,6
7757,2017-01-23,2017-01-23 09:00:00,2017-01-23 14:00:00,2,6,2,4,35,20,11,6
7758,2017-01-24,2017-01-24 09:00:00,2017-01-24 14:00:00,2,6,2,4,35,20,11,6
7759,2017-01-25,2017-01-25 09:00:00,2017-01-25 14:00:00,2,6,2,4,35,20,11,6
7760,2017-01-26,2017-01-26 09:00:00,2017-01-26 14:00:00,2,6,2,4,35,20,11,6
7761,2017-01-27,2017-01-27 09:00:00,2017-01-27 14:00:00,2,6,2,4,35,20,11,6
7762,2017-01-28,2017-01-28 09:00:00,2017-01-28 14:00:00,2,6,2,4,35,20,11,6
7763,2017-01-29,2017-01-29 09:00:00,2017-01-29 14:00:00,2,6,2,4,35,20,11,6
7764,2017-01-30,2017-01-30 09:00:00,2017-01-30 14:00:00,2,6,2,4,35,20,11,6
7765,2017-01-31,2017-01-31 09:00:00,2017-01-31 14:00:00,2,6,2,4,35,20,11,6
7766,2017-02-01,2017-02-01 09:00:00,2017-02-01 14:00:00,2,6,2,4,35,20,11,6
7767,2017-02-02,2017-02-02 09:00:00,2017-02-02 14:00:00,2,6,2,4,35,20,11,6
7768,2017-02-03,2017-02-03 09:00:00,2017-02-03 14:00:00,2,6,2,4,35,20,11,6
7769,2017-02-04,2017-02-04 09:00:00,2017-02-04 14:00:00,2,6,2,4,35,20,11,6
7770,2017-02-05,2017-02-05 09:00:00,2017-02-05 14:00:00,2,6,2,4,35,20,11,6
7771,2017-02-06,2017-02-06 09:00:00,2017-02-06 14:00:00,2,6,2,4,35,20,11,6
7772,2017-02-07,2017-02-07 09:00:00,2017-02-07 14:00:00,2,6,2,4,35,20,11,6
7773,2017-02-08,2017-02-08 09:00:00,2017-02-08 14:00:00,2,6,2,4,35,20,11,6
7774,2017-02-09,2017-02-09 09:00:00,2017-02-09 14:00:00,2,6,2,4,35,20,11,6
7775,2017-02-10,2017-02-10 09:00:00,2017-02-10 14:00:00,2,6,2,4,35,20,11,6
7776,2017-02-11,2017-02-11 09:00:00,2017-02-11 14:00:00,2,6,2,4,35,20,11,6
7777,2017-02-12,2017-02-12 09:00:00,2017-02-12 14:00:00,2,6,2,4,35,20,11,6
7778,2017-02-13,2017-02-13 09:00:00,2017-02-13 14:00:00,2,6,2,4,35,20,11,6
7779,2017-02-14,2017-02-14 09:00:00,2017-02-14 14:00:00,2,6,2,4,35,20,11,6
7780,2017-02-15,2017-02-15 09:00:00,2017-02-15 14:00:00,2,6,2,4,35,20,11,6
7781,2017-02-16,2017-02-16 09:00:00,2017-02-16 14:00:00,2,6,2,4,35,20,11,6
7782,2017-02-17,2017-02-17 09:00:00,2017-02-17 14:00:00,2,6,2,4,35,20,11,6
7783,2017-02-18,2017-02-18 09:00:00,2017-02-18 14:00:00,2,6,2,4,35,20,11,6
7784,2017-02-19,2017-02-19 09:00:00,2017-02-19 14:00:00,2,6,2,4,35,20,11,6
7785,2017-02-20,2017-02-20 09:00:00,2017-02-20 14:00:00,2,6,2,4,35,20,11,6
7786,2017-02-21,2017-02-21 09:00:00,2017-02-21 14:00:00,2,6,2,4,35,20,11,6
7787,2017-02-22,2017-02-22 09:00:00,2017-02-22 14:00:00,2,6,2,4,35,20,11,6
7788,2017-02-23,2017-02-23 09:00:00,2017-02-23 14:00:00,2,6,2,4,35,20,11,6
7789,2017-02-24,2017-02-24 09:00:00,2017-02-24 14:00:00,2,6,2,4,35,20,11,6
7790,2017-02-25,2017-02-25 09:00:00,2017-02-25 14:00:00,2,6,2,4,35,20,11,6
7791,2017-02-26,2017-02-26 09:00:00,2017-02-26 14:00:00,2,6,2,4,35,20,11,6
7792,2017-02-27,2017-02-27 09:00:00,2017-02-27 14:00:00,2,6,2,4,35,20,11,6
7793,2017-02-28,2017-02-28 09:00:00,2017-02-28 14:00:00,2,6,2,4,35,20,11,6
7794,2017-03-01,2017-03-01 09:00:00,2017-03-01 14:00:00,2,6,2,4,35,20,11,6
7795,2017-03-02,2017-03-02 09:00:00,2017-03-02 14:00:00,2,6,2,4,35,20,11,6
7796,2017-03-03,2017-03-03 09:00:00,2017-03-03 14:00:00,2,6,2,4,35,20,11,6
7797,2017-03-04,2017-03-04 09:00:00,2017-03-04 14:00:00,2,6,2,4,35,20,11,6
7798,2017-03-05,2017-03-05 09:00:00,2017-03-05 14:00:00,2,6,2,4,35,20,11,6
7799,2017-03-06,2017-03-06 09:00:00,2017-03-06 14:00:00,2,6,2,4,35,20,11,6
7800,2017-03-07,2017-03-07 09:00:00,2017-03-07 14:00:00,2,6,2,4,35,20,11,6
7801,2017-03-08,2017-03-08 09:00:00,2017-03-08 14:00:00,2,6,2,4,35,20,11,6
7802,2017-03-09,2017-03-09 09:00:00,2017-03-09 14:00:00,2,6,2,4,35,20,11,6
7803,2017-03-10,2017-03-10 09:00:00,2017-03-10 14:00:00,2,6,2,4,35,20,11,6
7804,2017-03-11,2017-03-11 09:00:00,2017-03-11 14:00:00,2,6,2,4,35,20,11,6
7805,2017-03-12,2017-03-12 09:00:00,2017-03-12 14:00:00,2,6,2,4,35,20,11,6
7806,2017-03-13,2017-03-13 09:00:00,2017-03-13 14:00:00,2,6,2,4,35,20,11,6
7807,2017-03-14,2017-03-14 09:00:00,2017-03-14 14:00:00,2,6,2,4,35,20,11,6
7808,2017-03-15,2017-03-15 09:00:00,2017-03-15 14:00:00,2,6,2,4,35,20,11,6
7809,2017-03-16,2017-03-16 09:00:00,2017-03-16 14:00:00,2,6,2,4,35,20,11,6
7810,2017-03-17,2017-03-17 09:00:00,2017-03-17 14:00:00,2,6,2,4,35,20,11,6
7811,2017-03-18,2017-03-18 09:00:00,2017-03-18 14:00:00,2,6,2,4,35,20,11,6
7812,2017-03-19,2017-03-19 09:00:00,2017-03-19 14:00:00,2,6,2,4,35,20,11,6
7813,2017-03-20,2017-03-20 09:00:00,2017-03-20 14:00:00,2,6,2,4,35,20,11,6
7814,2017-03-21,2017-03-21 09:00:00,2017-03-21 14:00:00,2,6,2,4,35,20,11,6
7815,2017-03-22,2017-03-22 09:00:00,2017-03-22 14:00:00,2,6,2,4,35,20,11,6
7816,2017-03-23,2017-03-23 09:00:00,2017-03-23 14:00:00,2,6,2,4,35,20,11,6
7817,2017-03-24,2017-03-24 09:00:00,2017-03-24 14:00:00,2,6,2,4,35,20,11,6
7818,2017-03-25,2017-03-25 09:00:00,2017-03-25 14:00:00,2,6,2,4,35,20,11,6
7819,2017-03-26,2017-03-26 09:00:00,2017-03-26 14:00:00,2,6,2,4,35,20,11,6
7820,2017-03-27,2017-03-27 09:00:00,2017-03-27 14:00:00,2,6,2,4,35,20,11,6
7821,2017-03-28,2017-03-28 09:00:00,2017-03-28 14:00:00,2,6,2,4,35,20,11,6
7822,2017-03-29,2017-03-29 09:00:00,2017-03-29 14:00:00,2,6,2,4,35,20,11,6
7823,2017-03-30,2017-03-30 09:00:00,2017-03-30 14:00:00,2,6,2,4,35,20,11,6
7824,2017-03-31,2017-03-31 09:00:00,2017-03-31 14:00:00,2,6,2,4,35,20,11,6
7825,2017-04-01,2017-04-01 09:00:00,2017-04-01 14:00:00,2,6,2,4,35,20,11,6
7826,2017-04-02,2017-04-02 09:00:00,2017-04-02 14:00:00,2,6,2,4,35,20,11,6
7827,2017-04-03,2017-04-03 09:00:00,2017-04-03 14:00:00,2,6,2,4,35,20,11,6
7828,2017-04-04,2017-04-04 09:00:00,2017-04-04 14:00:00,2,6,2,4,35,20,11,6
7829,2017-04-05,2017-04-05 09:00:00,2017-04-05 14:00:00,2,6,2,4,35,20,11,6
7830,2017-04-06,2017-04-06 09:00:00,2017-04-06 14:00:00,2,6,2,4,35,20,11,6
7831,2017-04-07,2017-04-07 09:00:00,2017-04-07 14:00:00,2,6,2,4,35,20,11,6
7832,2017-04-08,2017-04-08 09:00:00,2017-04-08 14:00:00,2,6,2,4,35,20,11,6
7833,2017-04-09,2017-04-09 09:00:00,2017-04-09 14:00:00,2,6,2,4,35,20,11,6
7834,2017-04-10,2017-04-10 09:00:00,2017-04-10 14:00:00,2,6,2,4,35,20,11,6
7835,2017-04-11,2017-04-11 09:00:00,2017-04-11 14:00:00,2,6,2,4,35,20,11,6
7836,2017-04-12,2017-04-12 09:00:00,2017-04-12 14:00:00,2,6,2,4,35,20,11,6
7837,2017-04-13,2017-04-13 09:00:00,2017-04-13 14:00:00,2,6,2,4,35,20,11,6
7838,2017-04-14,2017-04-14 09:00:00,2017-04-14 14:00:00,2,6,2,4,35,20,11,6
7839,2017-04-15,2017-04-15 09:00:00,2017-04-15 14:00:00,2,6,2,4,35,20,11,6
7840,2017-04-16,2017-04-16 09:00:00,2017-04-16 14:00:00,2,6,2,4,35,20,11,6
7841,2017-04-17,2017-04-17 09:00:00,2017-04-17 14:00:00,2,6,2,4,35,20,11,6
7842,2017-04-18,2017-04-18 09:00:00,2017-04-18 14:00:00,2,6,2,4,35,20,11,6
7843,2017-04-19,2017-04-19 09:00:00,2017-04-19 14:00:00,2,6,2,4,35,20,11,6
7844,2017-04-20,2017-04-20 09:00:00,2017-04-20 14:00:00,2,6,2,4,35,20,11,6
7845,2017-04-21,2017-04-21 09:00:00,2017-04-21 14:00:00,2,6,2,4,35,20,11,6
7846,2017-04-22,2017-04-22 09:00:00,2017-04-22 14:00:00,2,6,2,4,35,20,11,6
7847,2017-04-23,2017-04-23 09:00:00,2017-04-23 14:00:00,2,6,2,4,35,20,11,6
7848,2017-04-24,2017-04-24 09:00:00,2017-04-24 14:00:00,2,6,2,4,35,20,11,6
7849,2017-04-25,2017-04-25 09:00:00,2017-04-25 14:00:00,2,6,2,4,35,20,11,6
7850,2017-04-26,2017-04-26 09:00:00,2017-04-26 14:00:00,2,6,2,4,35,20,11,6
7851,2017-04-27,2017-04-27 09:00:00,2017-04-27 14:00:00,2,6,2,4,35,20,11,6
7852,2017-04-28,2017-04-28 09:00:00,2017-04-28 14:00:00,2,6,2,4,35,20,11,6
7853,2017-04-29,2017-04-29 09:00:00,2017-04-29 14:00:00,2,6,2,4,35,20,11,6
7854,2017-04-30,2017-04-30 09:00:00,2017-04-30 14:00:00,2,6,2,4,35,20,11,6
7855,2017-05-01,2017-05-01 09:00:00,2017-05-01 14:00:00,2,6,2,4,35,20,11,6
7856,2017-05-02,2017-05-02 09:00:00,2017-05-02 14:00:00,2,6,2,4,35,20,11,6
7857,2017-05-03,2017-05-03 09:00:00,2017-05-03 14:00:00,2,6,2,4,35,20,11,6
