AttendanceEventId,AttendeeId,SessionId,VenueId,AttendanceDate,AttendanceStartTime,AttendanceEndTime,EventCost
13723,4,1838,1,2017-06-26,2017-06-26 14:00:00,2017-06-26 15:00:00,5.28
13724,2,7212,9,2017-06-27,2017-06-27 14:00:00,2017-06-27 15:00:00,2.48
13725,9,4774,3,2017-06-28,2017-06-28 14:00:00,2017-06-28 15:00:00,7.43
13726,8,4087,5,2017-06-29,2017-06-29 14:00:00,2017-06-29 15:00:00,2.75
13727,7,5953,8,2017-06-30,2017-06-30 14:00:00,2017-06-30 15:00:00,6.88
13728,5,5520,9,2017-07-01,2017-07-01 14:00:00,2017-07-01 15:00:00,4.98
13729,6,4300,4,2017-07-02,2017-07-02 14:00:00,2017-07-02 15:00:00,3.85
13730,10,8744,8,2017-07-03,2017-07-03 14:00:00,2017-07-03 15:00:00,8.62
13731,4,5837,10,2017-07-04,2017-07-04 14:00:00,2017-07-04 15:00:00,5.04
13732,14,8705,9,2017-07-05,2017-07-05 14:00:00,2017-07-05 15:00:00,5.57
13733,3,8323,9,2017-07-06,2017-07-06 14:00:00,2017-07-06 15:00:00,8.94
13734,6,2121,8,2017-07-07,2017-07-07 14:00:00,2017-07-07 15:00:00,1.5
13735,13,8091,1,2017-07-08,2017-07-08 14:00:00,2017-07-08 15:00:00,8.24
13736,18,2300,3,2017-07-09,2017-07-09 14:00:00,2017-07-09 15:00:00,2.65
13737,8,7147,7,2017-07-10,2017-07-10 14:00:00,2017-07-10 15:00:00,2.27
13738,2,4981,6,2017-07-11,2017-07-11 14:00:00,2017-07-11 15:00:00,4.63
13739,15,7792,5,2017-07-12,2017-07-12 14:00:00,2017-07-12 15:00:00,8.06
13740,2,2172,2,2017-07-13,2017-07-13 14:00:00,2017-07-13 15:00:00,5.11
13741,16,9072,1,2017-07-14,2017-07-14 14:00:00,2017-07-14 15:00:00,1.37
13742,8,7722,1,2017-07-15,2017-07-15 14:00:00,2017-07-15 15:00:00,4.71
13743,16,3638,6,2017-07-16,2017-07-16 14:00:00,2017-07-16 15:00:00,8.94
13744,18,687,3,2017-07-17,2017-07-17 14:00:00,2017-07-17 15:00:00,4.98
13745,15,1573,6,2017-07-18,2017-07-18 14:00:00,2017-07-18 15:00:00,2.66
13746,1,4121,4,2017-07-19,2017-07-19 14:00:00,2017-07-19 15:00:00,6.37
13747,11,4270,6,2017-07-20,2017-07-20 14:00:00,2017-07-20 15:00:00,1.33
13748,16,4170,7,2017-07-21,2017-07-21 14:00:00,2017-07-21 15:00:00,8.28
13749,6,4116,4,2017-07-22,2017-07-22 14:00:00,2017-07-22 15:00:00,3.14
13750,5,2228,7,2017-07-23,2017-07-23 14:00:00,2017-07-23 15:00:00,4.59
13751,1,5763,9,2017-07-24,2017-07-24 14:00:00,2017-07-24 15:00:00,6.54
13752,10,3000,1,2017-07-25,2017-07-25 14:00:00,2017-07-25 15:00:00,2.45
13753,6,7625,7,2017-07-26,2017-07-26 14:00:00,2017-07-26 15:00:00,2.45
13754,9,1229,1,2017-07-27,2017-07-27 14:00:00,2017-07-27 15:00:00,7.03
13755,5,2776,8,2017-07-28,2017-07-28 14:00:00,2017-07-28 15:00:00,6.89
13756,1,4872,7,2017-07-29,2017-07-29 14:00:00,2017-07-29 15:00:00,8.08
13757,18,6216,7,2017-07-30,2017-07-30 14:00:00,2017-07-30 15:00:00,3.71
13758,19,6991,4,2017-07-31,2017-07-31 14:00:00,2017-07-31 15:00:00,2.35
13759,13,6196,4,2015-01-01,2015-01-01 14:00:00,2015-01-01 15:00:00,1.04
13760,17,5053,9,2015-01-02,2015-01-02 14:00:00,2015-01-02 15:00:00,8.77
13761,1,7100,2,2015-01-03,2015-01-03 14:00:00,2015-01-03 15:00:00,7.28
13762,19,55,2,2015-01-04,2015-01-04 14:00:00,2015-01-04 15:00:00,4.69
13763,10,6431,5,2015-01-05,2015-01-05 14:00:00,2015-01-05 15:00:00,1.29
13764,20,7841,6,2015-01-06,2015-01-06 14:00:00,2015-01-06 15:00:00,2.1
13765,19,2406,7,2015-01-07,2015-01-07 14:00:00,2015-01-07 15:00:00,1.07
13766,6,4154,1,2015-01-08,2015-01-08 14:00:00,2015-01-08 15:00:00,3.65
13767,20,5854,6,2015-01-09,2015-01-09 14:00:00,2015-01-09 15:00:00,6.62
13768,19,8680,3,2015-01-10,2015-01-10 14:00:00,2015-01-10 15:00:00,1.06
13769,14,5970,7,2015-01-11,2015-01-11 14:00:00,2015-01-11 15:00:00,4.29
13770,10,6148,6,2015-01-12,2015-01-12 14:00:00,2015-01-12 15:00:00,3.57
13771,10,8365,5,2015-01-13,2015-01-13 14:00:00,2015-01-13 15:00:00,7.99
13772,2,5410,2,2015-01-14,2015-01-14 14:00:00,2015-01-14 15:00:00,2.29
13773,14,1582,5,2015-01-15,2015-01-15 14:00:00,2015-01-15 15:00:00,6.79
13774,4,9260,6,2015-01-16,2015-01-16 14:00:00,2015-01-16 15:00:00,8.59
13775,8,8813,3,2015-01-17,2015-01-17 14:00:00,2015-01-17 15:00:00,3.86
13776,17,1640,5,2015-01-18,2015-01-18 14:00:00,2015-01-18 15:00:00,1.14
13777,17,1965,4,2015-01-19,2015-01-19 14:00:00,2015-01-19 15:00:00,2.12
13778,14,4798,5,2015-01-20,2015-01-20 14:00:00,2015-01-20 15:00:00,4.53
13779,2,6967,3,2015-01-21,2015-01-21 14:00:00,2015-01-21 15:00:00,1.72
13780,19,4088,2,2015-01-22,2015-01-22 14:00:00,2015-01-22 15:00:00,8.74
13781,12,1225,6,2015-01-23,2015-01-23 14:00:00,2015-01-23 15:00:00,5.49
13782,15,2373,9,2015-01-24,2015-01-24 14:00:00,2015-01-24 15:00:00,4
13783,17,4581,3,2015-01-25,2015-01-25 14:00:00,2015-01-25 15:00:00,4.75
13784,10,5402,1,2015-01-26,2015-01-26 14:00:00,2015-01-26 15:00:00,4.78
13785,3,6977,5,2015-01-27,2015-01-27 14:00:00,2015-01-27 15:00:00,2.92
13786,9,575,6,2015-01-28,2015-01-28 14:00:00,2015-01-28 15:00:00,1.68
13787,13,5349,5,2015-01-29,2015-01-29 14:00:00,2015-01-29 15:00:00,5.94
13788,4,8972,3,2015-01-30,2015-01-30 14:00:00,2015-01-30 15:00:00,2.18
13789,5,7649,5,2015-01-31,2015-01-31 14:00:00,2015-01-31 15:00:00,8.44
13790,4,7078,8,2015-02-01,2015-02-01 14:00:00,2015-02-01 15:00:00,1.81
13791,14,8254,5,2015-02-02,2015-02-02 14:00:00,2015-02-02 15:00:00,5.85
13792,20,4462,4,2015-02-03,2015-02-03 14:00:00,2015-02-03 15:00:00,1.02
13793,10,9027,2,2015-02-04,2015-02-04 14:00:00,2015-02-04 15:00:00,2.53
13794,11,5296,3,2015-02-05,2015-02-05 14:00:00,2015-02-05 15:00:00,7.75
13795,18,8552,4,2015-02-06,2015-02-06 14:00:00,2015-02-06 15:00:00,6.04
13796,9,443,2,2015-02-07,2015-02-07 14:00:00,2015-02-07 15:00:00,5.05
13797,4,8725,8,2015-02-08,2015-02-08 14:00:00,2015-02-08 15:00:00,3.25
13798,10,3708,3,2015-02-09,2015-02-09 14:00:00,2015-02-09 15:00:00,4.57
13799,3,9236,4,2015-02-10,2015-02-10 14:00:00,2015-02-10 15:00:00,2.65
13800,2,2811,6,2015-02-11,2015-02-11 14:00:00,2015-02-11 15:00:00,1.26
13801,13,5035,2,2015-02-12,2015-02-12 14:00:00,2015-02-12 15:00:00,5.62
13802,2,2015,6,2015-02-13,2015-02-13 14:00:00,2015-02-13 15:00:00,3.73
13803,13,9092,3,2015-02-14,2015-02-14 14:00:00,2015-02-14 15:00:00,6.81
13804,5,3488,5,2015-02-15,2015-02-15 14:00:00,2015-02-15 15:00:00,8.3
13805,14,5631,1,2015-02-16,2015-02-16 14:00:00,2015-02-16 15:00:00,7.45
13806,17,4435,3,2015-02-17,2015-02-17 14:00:00,2015-02-17 15:00:00,3.35
13807,8,2673,7,2015-02-18,2015-02-18 14:00:00,2015-02-18 15:00:00,5.06
13808,17,6145,2,2015-02-19,2015-02-19 14:00:00,2015-02-19 15:00:00,2.69
13809,4,1870,7,2015-02-20,2015-02-20 14:00:00,2015-02-20 15:00:00,2.42
13810,11,2980,1,2015-02-21,2015-02-21 14:00:00,2015-02-21 15:00:00,6.45
13811,15,8190,1,2015-02-22,2015-02-22 14:00:00,2015-02-22 15:00:00,8.47
13812,10,8397,4,2015-02-23,2015-02-23 14:00:00,2015-02-23 15:00:00,6.97
13813,14,7887,7,2015-02-24,2015-02-24 14:00:00,2015-02-24 15:00:00,1.98
13814,12,4354,8,2015-02-25,2015-02-25 14:00:00,2015-02-25 15:00:00,3.37
13815,10,8168,2,2015-02-26,2015-02-26 14:00:00,2015-02-26 15:00:00,4.26
13816,2,4868,2,2015-02-27,2015-02-27 14:00:00,2015-02-27 15:00:00,2.96
13817,2,4837,2,2015-02-28,2015-02-28 14:00:00,2015-02-28 15:00:00,3.56
13818,16,7839,1,2015-03-01,2015-03-01 14:00:00,2015-03-01 15:00:00,1.79
13819,6,3780,7,2015-03-02,2015-03-02 14:00:00,2015-03-02 15:00:00,2.96
13820,10,5625,1,2015-03-03,2015-03-03 14:00:00,2015-03-03 15:00:00,6.43
13821,4,5908,1,2015-03-04,2015-03-04 14:00:00,2015-03-04 15:00:00,3.54
13822,2,1800,8,2015-03-05,2015-03-05 14:00:00,2015-03-05 15:00:00,7.18
13823,7,6219,3,2015-03-06,2015-03-06 14:00:00,2015-03-06 15:00:00,4.59
13824,18,2681,6,2015-03-07,2015-03-07 14:00:00,2015-03-07 15:00:00,8.5
13825,10,4968,9,2015-03-08,2015-03-08 14:00:00,2015-03-08 15:00:00,8.85
13826,17,3710,2,2015-03-09,2015-03-09 14:00:00,2015-03-09 15:00:00,7.26
13827,6,5224,2,2015-03-10,2015-03-10 14:00:00,2015-03-10 15:00:00,4.84
13828,11,2285,8,2015-03-11,2015-03-11 14:00:00,2015-03-11 15:00:00,4.28
13829,17,2240,7,2015-03-12,2015-03-12 14:00:00,2015-03-12 15:00:00,1.21
13830,16,1844,9,2015-03-13,2015-03-13 14:00:00,2015-03-13 15:00:00,4.04
13831,17,5161,8,2015-03-14,2015-03-14 14:00:00,2015-03-14 15:00:00,5
13832,10,9172,3,2015-03-15,2015-03-15 14:00:00,2015-03-15 15:00:00,3.67
13833,20,5397,3,2015-03-16,2015-03-16 14:00:00,2015-03-16 15:00:00,7.97
13834,4,7475,3,2015-03-17,2015-03-17 14:00:00,2015-03-17 15:00:00,6.2
13835,9,7590,4,2015-03-18,2015-03-18 14:00:00,2015-03-18 15:00:00,5.88
13836,12,2724,9,2015-03-19,2015-03-19 14:00:00,2015-03-19 15:00:00,8.64
13837,16,6626,3,2015-03-20,2015-03-20 14:00:00,2015-03-20 15:00:00,5.62
13838,18,6130,1,2015-03-21,2015-03-21 14:00:00,2015-03-21 15:00:00,2.51
13839,20,8228,4,2015-03-22,2015-03-22 14:00:00,2015-03-22 15:00:00,6.06
13840,19,1423,3,2015-03-23,2015-03-23 14:00:00,2015-03-23 15:00:00,4.53
13841,10,3318,5,2015-03-24,2015-03-24 14:00:00,2015-03-24 15:00:00,8.13
13842,13,8797,2,2015-03-25,2015-03-25 14:00:00,2015-03-25 15:00:00,8.05
13843,9,6156,10,2015-03-26,2015-03-26 14:00:00,2015-03-26 15:00:00,7.97
13844,11,8781,5,2015-03-27,2015-03-27 14:00:00,2015-03-27 15:00:00,4.07
13845,4,7941,10,2015-03-28,2015-03-28 14:00:00,2015-03-28 15:00:00,8.01
13846,13,8057,9,2015-03-29,2015-03-29 14:00:00,2015-03-29 15:00:00,6.96
13847,6,1351,8,2015-03-30,2015-03-30 14:00:00,2015-03-30 15:00:00,7.65
13848,13,3234,9,2015-03-31,2015-03-31 14:00:00,2015-03-31 15:00:00,2.9
13849,14,8130,6,2015-04-01,2015-04-01 14:00:00,2015-04-01 15:00:00,4.99
13850,5,3353,7,2015-04-02,2015-04-02 14:00:00,2015-04-02 15:00:00,4.75
13851,10,4094,8,2015-04-03,2015-04-03 14:00:00,2015-04-03 15:00:00,2.65
13852,7,4293,6,2015-04-04,2015-04-04 14:00:00,2015-04-04 15:00:00,8.36
13853,9,4837,9,2015-04-05,2015-04-05 14:00:00,2015-04-05 15:00:00,7.04
13854,13,2902,10,2015-04-06,2015-04-06 14:00:00,2015-04-06 15:00:00,5.32
13855,10,4268,5,2015-04-07,2015-04-07 14:00:00,2015-04-07 15:00:00,6.93
13856,19,6235,7,2015-04-08,2015-04-08 14:00:00,2015-04-08 15:00:00,3.66
13857,11,3225,8,2015-04-09,2015-04-09 14:00:00,2015-04-09 15:00:00,3.64
13858,3,4321,8,2015-04-10,2015-04-10 14:00:00,2015-04-10 15:00:00,4.52
13859,17,1414,6,2015-04-11,2015-04-11 14:00:00,2015-04-11 15:00:00,5.99
13860,15,8595,9,2015-04-12,2015-04-12 14:00:00,2015-04-12 15:00:00,1.04
13861,11,1176,9,2015-04-13,2015-04-13 14:00:00,2015-04-13 15:00:00,3.92
13862,7,3268,9,2015-04-14,2015-04-14 14:00:00,2015-04-14 15:00:00,7.23
13863,5,392,5,2015-04-15,2015-04-15 14:00:00,2015-04-15 15:00:00,8.69
13864,10,449,5,2015-04-16,2015-04-16 14:00:00,2015-04-16 15:00:00,7.92
13865,18,2575,4,2015-04-17,2015-04-17 14:00:00,2015-04-17 15:00:00,7.47
13866,9,7934,9,2015-04-18,2015-04-18 14:00:00,2015-04-18 15:00:00,4.45
13867,7,5078,8,2015-04-19,2015-04-19 14:00:00,2015-04-19 15:00:00,8.14
13868,11,7307,5,2015-04-20,2015-04-20 14:00:00,2015-04-20 15:00:00,5.44
13869,19,8179,5,2015-04-21,2015-04-21 14:00:00,2015-04-21 15:00:00,4.38
13870,2,177,7,2015-04-22,2015-04-22 14:00:00,2015-04-22 15:00:00,6.92
13871,14,7636,3,2015-04-23,2015-04-23 14:00:00,2015-04-23 15:00:00,2.56
13872,17,2612,2,2015-04-24,2015-04-24 14:00:00,2015-04-24 15:00:00,3.3
13873,6,4989,6,2015-04-25,2015-04-25 14:00:00,2015-04-25 15:00:00,5.46
13874,10,6551,4,2015-04-26,2015-04-26 14:00:00,2015-04-26 15:00:00,2.29
13875,5,523,5,2015-04-27,2015-04-27 14:00:00,2015-04-27 15:00:00,1.78
13876,17,4742,8,2015-04-28,2015-04-28 14:00:00,2015-04-28 15:00:00,6.56
13877,9,2629,6,2015-04-29,2015-04-29 14:00:00,2015-04-29 15:00:00,2.65
13878,15,7783,2,2015-04-30,2015-04-30 14:00:00,2015-04-30 15:00:00,4.1
13879,15,7416,1,2015-05-01,2015-05-01 14:00:00,2015-05-01 15:00:00,4.58
13880,2,6492,5,2015-05-02,2015-05-02 14:00:00,2015-05-02 15:00:00,7.01
13881,2,2098,3,2015-05-03,2015-05-03 14:00:00,2015-05-03 15:00:00,2.36
13882,11,797,7,2015-05-04,2015-05-04 14:00:00,2015-05-04 15:00:00,4.3
13883,13,9203,2,2015-05-05,2015-05-05 14:00:00,2015-05-05 15:00:00,4.61
13884,2,6979,9,2015-05-06,2015-05-06 14:00:00,2015-05-06 15:00:00,2.21
13885,18,8339,6,2015-05-07,2015-05-07 14:00:00,2015-05-07 15:00:00,4.8
13886,12,1873,9,2015-05-08,2015-05-08 14:00:00,2015-05-08 15:00:00,7.17
13887,4,8571,4,2015-05-09,2015-05-09 14:00:00,2015-05-09 15:00:00,5.6
13888,11,7393,4,2015-05-10,2015-05-10 14:00:00,2015-05-10 15:00:00,5.39
13889,15,4619,6,2015-05-11,2015-05-11 14:00:00,2015-05-11 15:00:00,8.64
13890,15,8973,2,2015-05-12,2015-05-12 14:00:00,2015-05-12 15:00:00,1.03
13891,12,5319,7,2015-05-13,2015-05-13 14:00:00,2015-05-13 15:00:00,1.72
13892,15,4572,5,2015-05-14,2015-05-14 14:00:00,2015-05-14 15:00:00,7.3
13893,8,6688,8,2015-05-15,2015-05-15 14:00:00,2015-05-15 15:00:00,7.1
13894,10,1571,6,2015-05-16,2015-05-16 14:00:00,2015-05-16 15:00:00,7.24
13895,13,693,7,2015-05-17,2015-05-17 14:00:00,2015-05-17 15:00:00,4.4
13896,10,563,8,2015-05-18,2015-05-18 14:00:00,2015-05-18 15:00:00,7.39
13897,7,2405,2,2015-05-19,2015-05-19 14:00:00,2015-05-19 15:00:00,7.68
13898,16,9287,1,2015-05-20,2015-05-20 14:00:00,2015-05-20 15:00:00,4.62
13899,16,304,4,2015-05-21,2015-05-21 14:00:00,2015-05-21 15:00:00,5.36
13900,8,1615,2,2015-05-22,2015-05-22 14:00:00,2015-05-22 15:00:00,2.19
13901,9,2697,5,2015-05-23,2015-05-23 14:00:00,2015-05-23 15:00:00,3.9
13902,3,3817,7,2015-05-24,2015-05-24 14:00:00,2015-05-24 15:00:00,2.87
13903,9,5627,9,2015-05-25,2015-05-25 14:00:00,2015-05-25 15:00:00,6.2
13904,3,2237,2,2015-05-26,2015-05-26 14:00:00,2015-05-26 15:00:00,5.93
13905,5,4335,8,2015-05-27,2015-05-27 14:00:00,2015-05-27 15:00:00,2.17
13906,9,5917,8,2015-05-28,2015-05-28 14:00:00,2015-05-28 15:00:00,7.28
13907,10,8553,2,2015-05-29,2015-05-29 14:00:00,2015-05-29 15:00:00,3.78
13908,1,954,6,2015-05-30,2015-05-30 14:00:00,2015-05-30 15:00:00,8.39
13909,11,4051,3,2015-05-31,2015-05-31 14:00:00,2015-05-31 15:00:00,1.01
13910,19,7962,7,2015-06-01,2015-06-01 14:00:00,2015-06-01 15:00:00,3.31
13911,2,4585,4,2015-06-02,2015-06-02 14:00:00,2015-06-02 15:00:00,6.06
13912,11,1536,4,2015-06-03,2015-06-03 14:00:00,2015-06-03 15:00:00,6.76
13913,13,1222,2,2015-06-04,2015-06-04 14:00:00,2015-06-04 15:00:00,8.16
13914,18,7464,6,2015-06-05,2015-06-05 14:00:00,2015-06-05 15:00:00,2.84
13915,18,686,8,2015-06-06,2015-06-06 14:00:00,2015-06-06 15:00:00,6.34
13916,9,4561,7,2015-06-07,2015-06-07 14:00:00,2015-06-07 15:00:00,8.59
13917,6,7395,7,2015-06-08,2015-06-08 14:00:00,2015-06-08 15:00:00,3.48
13918,14,2143,6,2015-06-09,2015-06-09 14:00:00,2015-06-09 15:00:00,8.96
13919,3,1723,4,2015-06-10,2015-06-10 14:00:00,2015-06-10 15:00:00,1.11
13920,13,4150,5,2015-06-11,2015-06-11 14:00:00,2015-06-11 15:00:00,4.09
13921,1,7733,6,2015-06-12,2015-06-12 14:00:00,2015-06-12 15:00:00,7.14
13922,18,7943,7,2015-06-13,2015-06-13 14:00:00,2015-06-13 15:00:00,2.37
13923,16,6396,9,2015-06-14,2015-06-14 14:00:00,2015-06-14 15:00:00,1.97
13924,16,2602,4,2015-06-15,2015-06-15 14:00:00,2015-06-15 15:00:00,8.7
13925,8,2234,3,2015-06-16,2015-06-16 14:00:00,2015-06-16 15:00:00,4.04
13926,15,97,2,2015-06-17,2015-06-17 14:00:00,2015-06-17 15:00:00,2.17
13927,10,3090,3,2015-06-18,2015-06-18 14:00:00,2015-06-18 15:00:00,8.15
13928,10,6468,2,2015-06-19,2015-06-19 14:00:00,2015-06-19 15:00:00,8.25
13929,13,7890,8,2015-06-20,2015-06-20 14:00:00,2015-06-20 15:00:00,1.67
13930,7,1356,7,2015-06-21,2015-06-21 14:00:00,2015-06-21 15:00:00,8.47
13931,10,5289,7,2015-06-22,2015-06-22 14:00:00,2015-06-22 15:00:00,6.4
13932,13,193,6,2015-06-23,2015-06-23 14:00:00,2015-06-23 15:00:00,2.81
13933,6,5397,8,2015-06-24,2015-06-24 14:00:00,2015-06-24 15:00:00,5.31
13934,4,8334,4,2015-06-25,2015-06-25 14:00:00,2015-06-25 15:00:00,4.3
13935,11,5148,1,2015-06-26,2015-06-26 14:00:00,2015-06-26 15:00:00,4.36
13936,12,5791,8,2015-06-27,2015-06-27 14:00:00,2015-06-27 15:00:00,1.7
13937,6,6432,3,2015-06-28,2015-06-28 14:00:00,2015-06-28 15:00:00,7.3
13938,13,5677,5,2015-06-29,2015-06-29 14:00:00,2015-06-29 15:00:00,5.31
13939,16,7996,4,2015-06-30,2015-06-30 14:00:00,2015-06-30 15:00:00,4.82
13940,13,4298,5,2015-07-01,2015-07-01 14:00:00,2015-07-01 15:00:00,3.1
13941,11,1382,2,2015-07-02,2015-07-02 14:00:00,2015-07-02 15:00:00,2.08
13942,7,907,6,2015-07-03,2015-07-03 14:00:00,2015-07-03 15:00:00,4.13
13943,6,4071,6,2015-07-04,2015-07-04 14:00:00,2015-07-04 15:00:00,4.35
13944,8,6559,2,2015-07-05,2015-07-05 14:00:00,2015-07-05 15:00:00,2.86
13945,19,718,2,2015-07-06,2015-07-06 14:00:00,2015-07-06 15:00:00,5.74
13946,3,7166,9,2015-07-07,2015-07-07 14:00:00,2015-07-07 15:00:00,3.08
13947,10,6400,9,2015-07-08,2015-07-08 14:00:00,2015-07-08 15:00:00,7.15
13948,11,2351,7,2015-07-09,2015-07-09 14:00:00,2015-07-09 15:00:00,6.6
13949,8,1508,8,2015-07-10,2015-07-10 14:00:00,2015-07-10 15:00:00,6.18
13950,20,4542,10,2015-07-11,2015-07-11 14:00:00,2015-07-11 15:00:00,8.4
13951,20,3798,4,2015-07-12,2015-07-12 14:00:00,2015-07-12 15:00:00,4.15
13952,19,7207,8,2015-07-13,2015-07-13 14:00:00,2015-07-13 15:00:00,2.02
13953,18,3162,2,2015-07-14,2015-07-14 14:00:00,2015-07-14 15:00:00,7.53
13954,8,7090,9,2015-07-15,2015-07-15 14:00:00,2015-07-15 15:00:00,6.61
13955,8,6089,4,2015-07-16,2015-07-16 14:00:00,2015-07-16 15:00:00,1.68
13956,14,2841,7,2015-07-17,2015-07-17 14:00:00,2015-07-17 15:00:00,1.93
13957,10,8909,2,2015-07-18,2015-07-18 14:00:00,2015-07-18 15:00:00,8.62
13958,17,6569,10,2015-07-19,2015-07-19 14:00:00,2015-07-19 15:00:00,3.41
13959,8,465,8,2015-07-20,2015-07-20 14:00:00,2015-07-20 15:00:00,4.59
13960,10,1983,4,2015-07-21,2015-07-21 14:00:00,2015-07-21 15:00:00,1.82
13961,3,8164,6,2015-07-22,2015-07-22 14:00:00,2015-07-22 15:00:00,2.89
13962,8,6985,6,2015-07-23,2015-07-23 14:00:00,2015-07-23 15:00:00,6.01
13963,8,6467,9,2015-07-24,2015-07-24 14:00:00,2015-07-24 15:00:00,3.28
13964,10,4791,5,2015-07-25,2015-07-25 14:00:00,2015-07-25 15:00:00,3.27
13965,13,2268,10,2015-07-26,2015-07-26 14:00:00,2015-07-26 15:00:00,6.53
13966,7,1048,5,2015-07-27,2015-07-27 14:00:00,2015-07-27 15:00:00,3.4
13967,17,5239,2,2015-07-28,2015-07-28 14:00:00,2015-07-28 15:00:00,1.69
13968,18,305,6,2015-07-29,2015-07-29 14:00:00,2015-07-29 15:00:00,3.69
13969,19,6271,6,2015-07-30,2015-07-30 14:00:00,2015-07-30 15:00:00,6.12
13970,16,7822,10,2015-07-31,2015-07-31 14:00:00,2015-07-31 15:00:00,3.48
13971,6,3608,9,2015-08-01,2015-08-01 14:00:00,2015-08-01 15:00:00,7.87
13972,6,5248,9,2015-08-02,2015-08-02 14:00:00,2015-08-02 15:00:00,6.99
13973,10,1744,9,2015-08-03,2015-08-03 14:00:00,2015-08-03 15:00:00,1.04
13974,6,1009,4,2015-08-04,2015-08-04 14:00:00,2015-08-04 15:00:00,4.03
13975,20,7855,6,2015-08-05,2015-08-05 14:00:00,2015-08-05 15:00:00,1.66
13976,5,7463,9,2015-08-06,2015-08-06 14:00:00,2015-08-06 15:00:00,5.59
13977,19,4382,8,2015-08-07,2015-08-07 14:00:00,2015-08-07 15:00:00,3.82
13978,13,2782,9,2015-08-08,2015-08-08 14:00:00,2015-08-08 15:00:00,5.72
13979,18,5044,5,2015-08-09,2015-08-09 14:00:00,2015-08-09 15:00:00,7.32
13980,2,9222,8,2015-08-10,2015-08-10 14:00:00,2015-08-10 15:00:00,3.45
13981,8,1662,10,2015-08-11,2015-08-11 14:00:00,2015-08-11 15:00:00,2.07
13982,8,301,8,2015-08-12,2015-08-12 14:00:00,2015-08-12 15:00:00,3.51
13983,20,2355,8,2015-08-13,2015-08-13 14:00:00,2015-08-13 15:00:00,3.7
13984,1,103,9,2015-08-14,2015-08-14 14:00:00,2015-08-14 15:00:00,7.45
13985,18,3884,4,2015-08-15,2015-08-15 14:00:00,2015-08-15 15:00:00,1.3
13986,2,6317,8,2015-08-16,2015-08-16 14:00:00,2015-08-16 15:00:00,6.29
13987,18,925,4,2015-08-17,2015-08-17 14:00:00,2015-08-17 15:00:00,1.8
13988,17,5866,7,2015-08-18,2015-08-18 14:00:00,2015-08-18 15:00:00,2.83
13989,3,8210,4,2015-08-19,2015-08-19 14:00:00,2015-08-19 15:00:00,6.41
13990,15,2257,5,2015-08-20,2015-08-20 14:00:00,2015-08-20 15:00:00,1.31
13991,7,7511,1,2015-08-21,2015-08-21 14:00:00,2015-08-21 15:00:00,7.62
13992,6,8389,6,2015-08-22,2015-08-22 14:00:00,2015-08-22 15:00:00,3.92
13993,2,7592,4,2015-08-23,2015-08-23 14:00:00,2015-08-23 15:00:00,1.48
13994,3,3674,8,2015-08-24,2015-08-24 14:00:00,2015-08-24 15:00:00,5.24
13995,2,612,6,2015-08-25,2015-08-25 14:00:00,2015-08-25 15:00:00,3.57
13996,9,7950,4,2015-08-26,2015-08-26 14:00:00,2015-08-26 15:00:00,4.47
13997,9,3531,6,2015-08-27,2015-08-27 14:00:00,2015-08-27 15:00:00,6.5
13998,10,348,8,2015-08-28,2015-08-28 14:00:00,2015-08-28 15:00:00,3.22
13999,15,94,8,2015-08-29,2015-08-29 14:00:00,2015-08-29 15:00:00,6.52
14000,16,3830,6,2015-08-30,2015-08-30 14:00:00,2015-08-30 15:00:00,8.21
14001,10,3100,2,2015-08-31,2015-08-31 14:00:00,2015-08-31 15:00:00,6.3
14002,12,89,3,2015-09-01,2015-09-01 14:00:00,2015-09-01 15:00:00,6.43
14003,5,7419,7,2015-09-02,2015-09-02 14:00:00,2015-09-02 15:00:00,8.56
14004,17,4570,2,2015-09-03,2015-09-03 14:00:00,2015-09-03 15:00:00,2.61
14005,8,796,4,2015-09-04,2015-09-04 14:00:00,2015-09-04 15:00:00,4.71
14006,17,4373,9,2015-09-05,2015-09-05 14:00:00,2015-09-05 15:00:00,7.45
14007,13,7794,4,2015-09-06,2015-09-06 14:00:00,2015-09-06 15:00:00,7.14
14008,11,8628,10,2015-09-07,2015-09-07 14:00:00,2015-09-07 15:00:00,5.54
14009,14,5957,6,2015-09-08,2015-09-08 14:00:00,2015-09-08 15:00:00,6.6
14010,13,2797,10,2015-09-09,2015-09-09 14:00:00,2015-09-09 15:00:00,3.97
14011,19,8290,2,2015-09-10,2015-09-10 14:00:00,2015-09-10 15:00:00,4.15
14012,19,7753,5,2015-09-11,2015-09-11 14:00:00,2015-09-11 15:00:00,6.72
14013,17,1220,1,2015-09-12,2015-09-12 14:00:00,2015-09-12 15:00:00,7.44
14014,3,1665,6,2015-09-13,2015-09-13 14:00:00,2015-09-13 15:00:00,3.02
14015,12,856,6,2015-09-14,2015-09-14 14:00:00,2015-09-14 15:00:00,1.31
14016,17,5925,2,2015-09-15,2015-09-15 14:00:00,2015-09-15 15:00:00,2.99
14017,11,8613,5,2015-09-16,2015-09-16 14:00:00,2015-09-16 15:00:00,5.96
14018,9,4939,8,2015-09-17,2015-09-17 14:00:00,2015-09-17 15:00:00,2.33
14019,7,7522,4,2015-09-18,2015-09-18 14:00:00,2015-09-18 15:00:00,4.23
